Unnamed: 0,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
1246,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/j6a?utm_source=avito_integration&utm_medium=listing_integration
1247,Vente Appartement 3 pièces de 84 m2 à Zenata,1085000.0,Zenata,2024-10-03 09:22:19,2,2,84.0,"Ascenseur, Terrasse",https://www.avito.ma/fr/zenata/appartements/Vente_Appartement_3_pi%C3%A8ces_de_84_m2_%C3%A0_Zenata_54060162.htm
1248,Appartement à vendre 60 m² à Casablanca,480000.0,Casablanca,2024-10-02 23:52:29,2,1,68.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca__55604223.htm
1249,Appartement à vendre 91 m² à Casablanca,1900000.0,Casablanca,2024-10-02 19:49:16,2,2,97.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/oasis/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Casablanca_55603355.htm
1250,Appartement à vendre 62 m² à Casablanca,1050000.0,Casablanca,2024-10-02 18:21:01,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_62_m%C2%B2_%C3%A0_Casablanca_55603167.htm
1251,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jmt?utm_source=avito_integration&utm_medium=listing_integration
1252,Appartement à vendre 58 m² à Casablanca,500000.0,Casablanca,2024-10-02 17:16:48,2,1,58.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55602919.htm
1253,62881-Vente Appt à Casablanca Maarif Extension de,1670000.0,Casablanca,2024-10-02 17:08:07,2,2,103.0,"Ascenseur, Chauffage, Climatisation, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/62881_Vente_Appt_%C3%A0_Casablanca_Maarif_Extension_de__55602873.htm
1254,Appartement à vendre 90 m² à Casablanca,1050000.0,Casablanca,2024-10-02 16:27:44,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_54793427.htm
1255,Appartement à vendre 112 m² à Casablanca,1600000.0,Casablanca,2024-10-02 14:41:36,2,2,112.0,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_112_m%C2%B2_%C3%A0_Casablanca_53907546.htm
1256,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXN?utm_source=avito_integration&utm_medium=listing_integration
1257,Appartement à vendre 97 m² à Casablanca,1230000.0,Casablanca,2024-10-02 14:11:08,2,2,97.0,"Ascenseur, Balcon, Concierge, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55601957.htm
1258,Appartement 120 m² à Casablanca,1050000.0,Casablanca,2024-10-02 13:43:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_120_m%C2%B2_%C3%A0_Casablanca_54892034.htm
1259,Appartement à vendre 50 m² à Casablanca oulfa,44.0,Casablanca,2024-10-02 13:33:47,2,1,60.0,"Balcon, Parking",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_oulfa_55601804.htm
1260,Vente Appartement 2 pièces de 70 m2 à Casablanca,910000.0,Casablanca,2024-10-02 13:33:23,1,1,70.0,"Meublé, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_2_pi%C3%A8ces_de_70_m2_%C3%A0_Casablanca_55601801.htm
1261,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jTs?utm_source=avito_integration&utm_medium=listing_integration
1262,Appartement à vendre,1050000.0,Casablanca,2024-10-02 12:23:02,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/triangle_d'or/appartements/Appartement_%C3%A0_vendre__55601439.htm
1263,Appartement à vendre 88 m² à Casablanca,1050000.0,Casablanca,2024-10-02 12:16:13,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Casablanca_55601389.htm
1264,Appartement à vendre 70 m² à Skhirat,700000.0,Skhirat,2024-10-02 10:27:21,2,2,69.0,"Balcon, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Skhirat_55600823.htm
1265,Appartement à vendre 115 m² à Casablanca Maarif,1550000.0,Casablanca,2024-10-02 10:21:14,2,2,0.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Casablanca_Maarif_55281041.htm
1266,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4jE?utm_source=avito_integration&utm_medium=listing_integration
1267,Appartement à vendre de 84 m² a 101 m² à Casa,1050000.0,Casablanca,2024-10-02 09:59:53,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/derb_omar/appartements/Appartement_%C3%A0_vendre_de_84_m%C2%B2_a_101_m%C2%B2_%C3%A0_Casa_55342232.htm
1268,Apparemment de standing à 2 mars,2050000.0,Casablanca,2024-10-02 07:36:01,3,2,142.0,"Ascenseur, Balcon, Climatisation, Concierge, Parking",https://www.avito.ma/fr/2_mars/appartements/Apparemment_de_standing_%C3%A0_2_mars_55600085.htm
1269,Appartement à vendre 52 m² à Casablanca,310000.0,Casablanca,2024-10-01 23:05:56,2,1,52.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55599759.htm
1270,Appartement 65 m² à Casablanca,450000.0,Casablanca,2024-10-01 23:05:41,3,1,65.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_65_m%C2%B2_%C3%A0_Casablanca_55599755.htm
1271,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jJG?utm_source=avito_integration&utm_medium=listing_integration
1272,Appartement 56 m² à Casablanca,420000.0,Casablanca,2024-10-01 23:04:49,2,1,56.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_56_m%C2%B2_%C3%A0_Casablanca_55599750.htm
1273,Appartement à vendre 64 m² à Casablanca,1050000.0,Casablanca,2024-10-01 20:23:05,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_54997513.htm
1274,Appartement à vendre 50 m² à Casablanca,340000.0,Casablanca,2024-10-01 19:48:52,2,1,46.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55599166.htm
1275,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/j2F?utm_source=avito_integration&utm_medium=listing_integration
1276,Appartement à vendre 63 m² à Casablanca,1050000.0,Casablanca,2024-10-01 19:45:27,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Casablanca_55599151.htm
1277,WhatsApp 0034665660721 PRIX NEGOCIABLE,360000.0,Casablanca,2024-10-01 19:06:50,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/_WhatsApp_0034665660721_PRIX_NEGOCIABLE__55598969.htm
1278,Appartement à vendre 98 m² à Casablanca,1050000.0,Casablanca,2024-10-01 18:57:40,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Casablanca_55598906.htm
1279,Appartement à vendre 56 m² à Casablanca,1000000.0,Casablanca,2024-10-01 18:53:19,2,1,56.0,"Ascenseur, Balcon, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/almaz/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55598891.htm
1280,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jIC?utm_source=avito_integration&utm_medium=listing_integration
1281,Appartement à vendre 182 m² à Casablanca,1700000.0,Casablanca,2024-10-01 18:10:05,3,2,182.0,"Ascenseur, Chauffage, Concierge, Parking",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_182_m%C2%B2_%C3%A0_Casablanca_55598700.htm
1282,Vente Appartement 3 pièces de 90 m2 à Casablanca,1050000.0,Casablanca,2024-10-01 16:03:12,2,2,90.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/maarif/appartements/Vente_Appartement_3_pi%C3%A8ces_de_90_m2_%C3%A0_Casablanca_55598143.htm
1283,CMN-HA-1642 - Appartement à vendre à Beauséjour,1850000.0,Casablanca,2024-10-01 15:03:23,2,2,125.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1642___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_55597841.htm
1284,Appartement 66 m² à Casablanca,540000.0,Casablanca,2024-10-01 15:02:01,2,2,66.0,"Ascenseur, Balcon, Cuisine Équipée, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement__66_m%C2%B2_%C3%A0_Casablanca_55597838.htm
1285,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/j6g?utm_source=avito_integration&utm_medium=listing_integration
1286,CMN-MA-1726 - Appartement à vendre à 2 Mars,1800000.0,Casablanca,2024-10-01 14:33:24,2,2,131.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1726___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55597622.htm
1287,CMN-MA-1725 - Appartement à vendre à Maârif,1800000.0,Casablanca,2024-10-01 14:33:46,2,2,105.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/CMN_MA_1725___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55597623.htm
1288,Appartement à vendre 58 m² à Dar Bouazza,245000.0,Dar Bouazza,2024-10-01 14:32:48,2,1,58.0,"Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Dar_Bouazza_55597617.htm
1289,CMN-MA-1724 - Appartement à vendre à 2 Mars,1950000.0,Casablanca,2024-10-01 14:03:46,3,2,123.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1724___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55597446.htm
1290,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXb?utm_source=avito_integration&utm_medium=listing_integration
1291,CMN-MA-1723 - Appartement à vendre à Maârif,3200000.0,Casablanca,2024-10-01 13:33:42,5,3,330.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/CMN_MA_1723___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55597337.htm
1292,Appartement à vendre 60 m² à Casablanca errahma,270000.0,Casablanca,2024-10-01 13:30:02,2,1,60.0,Balcon,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_errahma_55597319.htm
1293,CMN-MA-1722 - Appartement à vendre à Massira Khadra,3900000.0,Casablanca,2024-10-01 12:33:30,3,2,325.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/anfa/appartements/CMN_MA_1722___Appartement_%C3%A0_vendre_%C3%A0_Massira_Khadra_55597076.htm
1294,CMN-MA-1721 - Appartement à vendre à 2 Mars,1480000.0,Casablanca,2024-10-01 12:03:23,2,2,92.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1721___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55596840.htm
1295,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jIR?utm_source=avito_integration&utm_medium=listing_integration
1296,48168-Vente Appt à Casablanca Mers Sultan de 126 m,1250000.0,Casablanca,2024-10-01 12:04:59,2,2,126.0,"Ascenseur, Parking",https://www.avito.ma/fr/mers_sultan/appartements/48168_Vente_Appt_%C3%A0_Casablanca_Mers_Sultan_de_126_m_55596848.htm
1297,CMN-MA-1720 - Appartement à vendre à Maârif,2200000.0,Casablanca,2024-10-01 12:03:51,3,2,170.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/CMN_MA_1720___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55596841.htm
1298,Appartement à vendre 134 m² à Casablanca,3850000.0,Casablanca,2024-10-01 11:38:16,3,3,0.0,"Ascenseur, Climatisation, Cuisine Équipée, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_55596647.htm
1299,Appartement à vendre 57 m² à Casablanca,360000.0,Casablanca,2024-10-01 11:23:04,2,1,62.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/bournazil/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_55596578.htm
1300,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jCl?utm_source=avito_integration&utm_medium=listing_integration
1301,Appartement à vendre 50 m² à Casablanca,280000.0,Casablanca,2024-10-01 11:00:32,2,1,52.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55596423.htm
1302,Beau studio à vendre à casa finance city,1600000.0,Casablanca,2024-10-01 10:50:56,1,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/casablanca_finance_city/appartements/Beau_studio_%C3%A0_vendre_%C3%A0_casa_finance_city_54677740.htm
1303,CMN-AN-1657 - Appartement à vendre à Racine,2950000.0,Casablanca,2024-10-01 10:33:49,3,2,179.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/racine/appartements/CMN_AN_1657___Appartement_%C3%A0_vendre_%C3%A0_Racine_55596286.htm
1304,CMN-MA-1719 - Appartement à vendre à Palmier,2500000.0,Casablanca,2024-10-01 10:33:38,3,2,151.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/palmier/appartements/CMN_MA_1719___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55596283.htm
1305,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jTo?utm_source=avito_integration&utm_medium=listing_integration
1306,62801-Vente Appt à Casablanca Mandarouna de 110 m²,1700000.0,Casablanca,2024-10-01 10:08:54,2,1,110.0,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/mandarona/appartements/62801_Vente_Appt_%C3%A0_Casablanca_Mandarouna_de_110_m%C2%B2_55596173.htm
1307,62044-Vente Appt à Casablanca Chantilly de 92 m²,1300000.0,Casablanca,2024-10-01 10:07:56,1,1,92.0,"Ascenseur, Parking, Terrasse",https://www.avito.ma/fr/hippodrome/appartements/62044_Vente_Appt_%C3%A0_Casablanca_Chantilly_de_92_m%C2%B2_55596164.htm
1308,Appartement à vendre 96 m² à Casablanca,960000.0,Casablanca,2024-10-01 09:13:01,4,1,96.0,"Balcon, Meublé",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_55595865.htm
1309,Appartement Lumineux à vendre,1050000.0,Casablanca,2024-10-01 09:09:15,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_Lumineux_%C3%A0_vendre__55595846.htm
1310,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/Fpf?utm_source=avito_integration&utm_medium=listing_integration
1311,62774-Vente Appt à Casablanca Anfa Superieur de 12,3200000.0,Casablanca,2024-10-01 09:06:49,2,2,124.0,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/anfa/appartements/62774_Vente_Appt_%C3%A0_Casablanca_Anfa_Superieur_de_12_55595831.htm
1312,Appt traversant la gironde,1050000.0,Casablanca,2024-10-01 08:22:02,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/la_gironde/appartements/Appt_traversant_la_gironde__55595656.htm
1313,62845-Vente Appt à Casablanca Maarif de 364 m²,7000000.0,Casablanca,2024-10-01 08:06:30,4,4,364.0,"Ascenseur, Chauffage, Cuisine Équipée, Parking",https://www.avito.ma/fr/maarif/appartements/62845_Vente_Appt_%C3%A0_Casablanca_Maarif_de_364_m%C2%B2_55595623.htm
1314,Appartement à vendre 86 m² à Casablanca,680000.0,Casablanca,2024-09-30 22:06:02,3,1,0.0,"Balcon, Terrasse",https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_Casablanca_55595113.htm
1315,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jTf?utm_source=avito_integration&utm_medium=listing_integration
1316,apartement avendre maârif,1050000.0,Casablanca,2024-09-30 20:26:35,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/maarif/appartements/apartement__avendre_ma%C3%A2rif_55594714.htm
1317,Appartement à vendre 172 m² à Casablanca,1050000.0,Casablanca,2024-09-30 20:17:47,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_172_m%C2%B2_%C3%A0_Casablanca_55594688.htm
1318,"Appartement à vendre 59 m², Aïn Sebaâ",360000.0,Casablanca,2024-09-30 17:39:55,2,1,0.0,"Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2__A%C3%AFn_Seba%C3%A2__55473878.htm
1319,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/opK?utm_source=avito_integration&utm_medium=listing_integration
1320,56028-Vente Appt à Casablanca Bachkou de 103 m²,1550000.0,Casablanca,2024-09-30 17:07:42,2,2,103.0,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bachkou/appartements/56028_Vente_Appt_%C3%A0_Casablanca_Bachkou_de_103_m%C2%B2_55593746.htm
1321,شقق الدعم بثمن جد مناسب,360000.0,Meknès,2024-09-30 16:56:14,3,2,70.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D9%82_%D8%A7%D9%84%D8%AF%D8%B9%D9%85_%D8%A8%D8%AB%D9%85%D9%86_%D8%AC%D8%AF_%D9%85%D9%86%D8%A7%D8%B3%D8%A8__55459028.htm
1322,CMN-SI-1644 - Appartement à vendre à Bourgogne Est,1480000.0,Casablanca,2024-09-30 16:33:23,2,1,106.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1644___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_55593596.htm
1323,Très bel appartement Dans résidence bien entretenue,965000.0,Casablanca,2024-09-30 16:09:01,2,1,83.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Tr%C3%A8s_bel_appartement_Dans_r%C3%A9sidence_bien_entretenue__55593501.htm
1324,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jVR?utm_source=avito_integration&utm_medium=listing_integration
1325,Appartement à vendre 74 m² à Casablanca,740000.0,Casablanca,2024-09-30 15:52:42,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55593422.htm
1326,Appartement à vendre 152 m² à Casablanca,1250000.0,Casablanca,2024-09-30 15:21:03,2,1,0.0,"Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_152_m%C2%B2_%C3%A0_Casablanca_55593254.htm
1327,Appartement à vendre 146 m² à Casablanca,1050000.0,Casablanca,2024-09-30 15:19:00,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_146_m%C2%B2_%C3%A0_Casablanca_55593238.htm
1328,53664-Vente Appt à Casablanca Racine de 310 m²,4800000.0,Casablanca,2024-09-30 15:07:19,4,3,310.0,"Ascenseur, Balcon, Chauffage, Climatisation, Parking",https://www.avito.ma/fr/racine/appartements/53664_Vente_Appt_%C3%A0_Casablanca_Racine_de_310_m%C2%B2_55593185.htm
1329,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jxr?utm_source=avito_integration&utm_medium=listing_integration
1330,58959-Vente Appt à Casablanca Hopitaux de 92 m²,1400000.0,Casablanca,2024-09-30 15:08:13,2,2,92.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/58959_Vente_Appt_%C3%A0_Casablanca_Hopitaux_de_92_m%C2%B2_55593190.htm
1331,Appartement à vendre 64 m² à Casablanca,850000.0,Casablanca,2024-09-30 14:22:02,2,1,64.0,"Ascenseur, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/laimoune/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55592918.htm
1332,Appartement à vendre 125 m² à Casablanca,1600000.0,Casablanca,2024-09-30 14:15:01,3,2,125.0,"Ascenseur, Balcon, Concierge, Parking, Sécurité",https://www.avito.ma/fr/bachkou/appartements/Appartement_%C3%A0_vendre_125_m%C2%B2_%C3%A0_Casablanca_55592896.htm
1333,Appartement à vendre 60 m² à Casablanca,440000.0,Casablanca,2024-09-30 14:00:02,2,1,63.0,"Balcon, Concierge, Parking, Sécurité",https://www.avito.ma/fr/ben_m'sick/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55592780.htm
1334,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jVQ?utm_source=avito_integration&utm_medium=listing_integration
1335,CMN-AN-1655 - Appartement à vendre à Anfa,2170000.0,Casablanca,2024-09-30 12:03:28,3,2,142.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/anfa/appartements/CMN_AN_1655___Appartement_%C3%A0_vendre_%C3%A0_Anfa_55592155.htm
1336,Vente Appartement 4 pièces de 90 m2 à Casablanca,850000.0,Casablanca,2024-09-30 11:33:11,2,2,90.0,"Ascenseur, Parking, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Vente_Appartement_4_pi%C3%A8ces_de_90_m2_%C3%A0_Casablanca_55592045.htm
1337,Appartement à vendre 160 m² à Casablanca,2000000.0,Casablanca,2024-09-30 11:28:47,3,3,200.0,"Ascenseur, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_160_m%C2%B2_%C3%A0_Casablanca_55592019.htm
1338,Appartement à vendre 56 m² à Casablanca,360000.0,Casablanca,2024-09-30 11:16:18,2,1,60.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55591951.htm
1339,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/YhB?utm_source=avito_integration&utm_medium=listing_integration
1340,62115-Vente Appt à Casablanca Val Fleury de 151 m²,2050000.0,Casablanca,2024-09-30 11:07:27,3,2,151.0,Parking,https://www.avito.ma/fr/maarif/appartements/62115_Vente_Appt_%C3%A0_Casablanca_Val_Fleury_de_151_m%C2%B2_55591911.htm
